行號,名稱,縣市,問題類別,問題描述,原始值,建議修正
5289,苑裡鎮老人文康中心,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5290,苑裡鎮苑東苑南苑北社區聯合活動中,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5291,苗栗縣立苑裡高中操場,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5292,山腳國小田徑場,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5293,苑裡鎮中山國小操場,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5294,苑裡鎮立體育場,苗栗縣苑裡鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5295,綺湖社區活動中心,雲林縣土庫鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5296,大有市民活動中心,新北市三峽區,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5297,豐珠國中小活動中心,新北市貢寮區,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5298,大林鎮公所,嘉義縣大林鎮,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5299,西興村活動中心前廣場,嘉義縣大埔鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5300,大埔鄉公所,嘉義縣大埔鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5301,文光國際英語村[室內],嘉義縣竹崎鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5302,嘉義縣竹崎鄉灣橋村朴子埔收容所暨防災物資整備所,嘉義縣竹崎鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5303,溪口國中室外,嘉義縣溪口鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5304,竹園國小室外,嘉義縣鹿草鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5305,後塘國小室外,嘉義縣鹿草鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5306,老人文康活動中心,彰化縣永靖鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5307,永靖鄉立托兒所,彰化縣永靖鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5308,梧棲國小活動中心,臺中市梧棲區,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5309,樟原社區活動中心,臺東縣長濱鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5310,三間社區活動中心,臺東縣長濱鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5311,三間村南溪國小,臺東縣長濱鄉,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5312,同義宮,臺南市新化區,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5313,新化區聯合活動中心,臺南市新化區,座標重複,與「龍騰活動中心、雙潭活動中心」共用相同座標,"(121.533012, 25.042385)",各避難所應有獨立座標
5341,義學國中,新北市泰山區,座標重複,與「義學國小」共用相同座標,"(121.4347, 25.0472)",各避難所應有獨立座標
5342,義學國小,新北市泰山區,座標重複,與「義學國中」共用相同座標,"(121.4347, 25.0472)",各避難所應有獨立座標
5437,新生公園棒球場,臺北市中山區,座標重複,與「新興國中、臺北市中山運動中心」共用相同座標,"(121.5258, 25.062)",各避難所應有獨立座標
5438,新興國中,臺北市中山區,座標重複,與「新生公園棒球場、臺北市中山運動中心」共用相同座標,"(121.5258, 25.062)",各避難所應有獨立座標
5439,臺北市中山運動中心,臺北市中山區,座標重複,與「新生公園棒球場、新興國中」共用相同座標,"(121.5258, 25.062)",各避難所應有獨立座標
5503,南湖國小,臺北市內湖區,座標重複,與「明湖國中」共用相同座標,"(121.6107, 25.0706)",各避難所應有獨立座標
5504,明湖國中,臺北市內湖區,座標重複,與「南湖國小」共用相同座標,"(121.6107, 25.0706)",各避難所應有獨立座標
5506,和平市民活動中心,新北市三重區,座標重複,與「厚德國民小學」共用相同座標,"(121.4874, 25.0707)",各避難所應有獨立座標
5507,厚德國民小學,新北市三重區,座標重複,與「和平市民活動中心」共用相同座標,"(121.4874, 25.0707)",各避難所應有獨立座標
5530,重慶國中,臺北市大同區,座標重複,與「臺北市大同運動中心」共用相同座標,"(121.5179, 25.0759)",各避難所應有獨立座標
5531,臺北市大同運動中心,臺北市大同區,座標重複,與「重慶國中」共用相同座標,"(121.5179, 25.0759)",各避難所應有獨立座標
5543,內湖高中,臺北市內湖區,座標重複,與「臺北市內湖運動中心」共用相同座標,"(121.5865, 25.0784)",各避難所應有獨立座標
5544,臺北市內湖運動中心,臺北市內湖區,座標重複,與「內湖高中」共用相同座標,"(121.5865, 25.0784)",各避難所應有獨立座標
5608,天母棒球場,臺北市士林區,座標重複,與「臺北市士林運動中心、社子國小」共用相同座標,"(121.5029, 25.0898)",各避難所應有獨立座標
5609,臺北市士林運動中心,臺北市士林區,座標重複,與「天母棒球場、社子國小」共用相同座標,"(121.5029, 25.0898)",各避難所應有獨立座標
5610,社子國小,臺北市士林區,座標重複,與「天母棒球場、臺北市士林運動中心」共用相同座標,"(121.5029, 25.0898)",各避難所應有獨立座標
5719,仁愛區公所,基隆市仁愛區,座標重複,與「光華里民活動中心」共用相同座標,"(121.7367, 25.1252)",各避難所應有獨立座標
5720,光華里民活動中心,基隆市仁愛區,座標重複,與「仁愛區公所」共用相同座標,"(121.7367, 25.1252)",各避難所應有獨立座標
5802,新民國中,臺北市北投區,座標重複,與「臺北市北投運動中心」共用相同座標,"(121.5065, 25.1389)",各避難所應有獨立座標
5803,臺北市北投運動中心,臺北市北投區,座標重複,與「新民國中」共用相同座標,"(121.5065, 25.1389)",各避難所應有獨立座標
364,老人文康活動中心,屏東縣萬丹鄉,重複紀錄,與行 363 完全重複（名稱+地址相同）,屏東縣萬丹鄉大昌路495號,移除重複項
1187,臺南市安定區南興國小,臺南市安定區,重複紀錄,與行 1186 完全重複（名稱+地址相同）,六嘉30號,移除重複項
1201,臺南市安定區複合式運動場四周及南安小操場,臺南市安定區,重複紀錄,與行 1200 完全重複（名稱+地址相同）,港口333-22號,移除重複項
1250,臺南市安定區體育運動公園（防災公園）,臺南市安定區,重複紀錄,與行 1249 完全重複（名稱+地址相同）,安加243-5號旁,移除重複項
1288,高雄市桃源區興中國民小學,高雄市桃源區,重複紀錄,與行 1286 完全重複（名稱+地址相同）,興中巷44號,移除重複項
1301,臺南市善化區老人文康活動中心,臺南市善化區,重複紀錄,與行 1300 完全重複（名稱+地址相同）,茄拔271號,移除重複項
1385,臺南市將軍區漚汪國小,臺南市將軍區,重複紀錄,與行 1384 完全重複（名稱+地址相同）,長榮4號,移除重複項
1389,臺南市將軍區老人文康活動中心,臺南市將軍區,重複紀錄,與行 1388 完全重複（名稱+地址相同）,忠興180-50號,移除重複項
1399,臺南市將軍區將軍國中,臺南市將軍區,重複紀錄,與行 1398 完全重複（名稱+地址相同）,昌平1-1號,移除重複項
1411,臺南市將軍區將軍國小,臺南市將軍區,重複紀錄,與行 1410 完全重複（名稱+地址相同）,將貴58號,移除重複項
1425,臺南市將軍區苓和國小,臺南市將軍區,重複紀錄,與行 1424 完全重複（名稱+地址相同）,苓和132號,移除重複項
2426,新生社區活動中心,南投縣竹山鎮,重複紀錄,與行 2425 完全重複（名稱+地址相同）,新生路346號,移除重複項
3108,陝西社區活動中心,彰化縣秀水鄉,重複紀錄,與行 3107 完全重複（名稱+地址相同）,埔南巷92號,移除重複項
3229,馬興社區活動中心,彰化縣秀水鄉,重複紀錄,與行 3228 完全重複（名稱+地址相同）,西銘巷6-1號,移除重複項
5885,萬里區行政大樓,新北市萬里區,重複紀錄,與行 5881 完全重複（名稱+地址相同）,萬里里瑪鋉路123號6樓,移除重複項
62,彰德國中勤學樓、育英樓穿堂,彰化縣彰化市,電話科學記號,電話被 Excel 轉成科學記號，原始號碼已遺失,4.72E+11,需重新查詢正確電話
69,牛埔社區活動中心,彰化縣彰化市,電話科學記號,電話被 Excel 轉成科學記號，原始號碼已遺失,4.72E+11,需重新查詢正確電話
3817,桃山社區活動中心,臺中市和平區,電話欄位填錯,電話欄填入中文「陳政治」，疑似填入姓名,陳政治,需修正為正確電話號碼
5021,阿柔市民活動中心,新北市深坑區,電話科學記號,電話被 Excel 轉成科學記號，原始號碼已遺失,2.66E+15,需重新查詢正確電話
5067,昇高市民活動中心,新北市深坑區,電話科學記號,電話被 Excel 轉成科學記號，原始號碼已遺失,2.66E+15,需重新查詢正確電話
5090,土庫第1市民活動中心,新北市深坑區,電話科學記號,電話被 Excel 轉成科學記號，原始號碼已遺失,2.66E+15,需重新查詢正確電話
5179,板橋國中,新北市板橋區,電話科學記號,電話被 Excel 轉成科學記號，原始號碼已遺失,2.97E+11,需重新查詢正確電話
5842,八里國小,新北市八里區,電話科學記號,電話被 Excel 轉成科學記號，原始號碼已遺失,2.61E+11,需重新查詢正確電話
945,臺南市南區體育公園,臺南市南區,收容人數異常大,"預計收容 11,891 人，請確認是否合理",11891,需人工確認
1038,臺南市永康區永康公園,臺南市永康區,收容人數異常大,"預計收容 15,500 人，請確認是否合理",15500,需人工確認
1063,臺南市永康區體一運動公園,臺南市永康區,收容人數異常大,"預計收容 21,333 人，請確認是否合理",21333,需人工確認
1090,臺南市永康區探索教育公園,臺南市永康區,收容人數異常大,"預計收容 20,000 人，請確認是否合理",20000,需人工確認
3709,大甲溪河濱公園,臺中市東勢區,收容人數異常大,"預計收容 34,000 人，請確認是否合理",34000,需人工確認
5161,青年公園,臺北市萬華區,收容人數異常大,"預計收容 33,756 人，請確認是否合理",33756,需人工確認
5214,大安森林公園,臺北市大安區,收容人數異常大,"預計收容 47,436 人，請確認是否合理",47436,需人工確認
5917,金山青年活動中心,新北市金山區,收容人數異常大,"預計收容 23,369 人，請確認是否合理",23369,需人工確認
